province;red;green;blue;x;x
10390;178;159;137;;x
10391;10;162;10;;x
10392;52;165;138;;x
10393;94;168;11;;x
10394;136;171;139;;x
10395;178;174;12;;x
10396;10;177;140;;x
10397;52;180;13;;x
10398;94;183;141;;x
10399;136;186;14;;x
10400;178;189;142;;x
10401;10;192;15;;x
10402;52;195;143;;x
10403;94;198;16;;x
10404;136;201;144;;x
10405;178;204;17;;x
10406;10;207;145;;x
10407;52;210;18;;x
10408;94;0;146;;x
10409;136;3;19;;x
10410;178;6;147;;x
10411;10;9;20;;x
10412;52;12;148;;x
10413;94;15;21;;x
10414;136;18;149;;x
10415;178;21;22;;x
10416;10;24;150;;x
10417;52;27;23;;x
10418;94;30;151;;x
10419;136;33;24;;x
10420;178;36;152;;x
10421;10;39;25;;x
10422;52;42;153;;x
10423;94;45;26;;x
10424;136;48;154;;x
10425;178;51;27;;x
10426;10;54;155;;x
10427;52;57;28;;x
10428;94;60;156;;x
10429;136;63;29;;x
10430;178;66;157;;x
10431;10;69;30;;x
10432;52;72;158;;x
10433;94;75;31;;x
10434;136;78;159;;x
10435;178;81;32;;x
10436;10;84;160;;x
10437;52;87;33;;x
10438;94;90;161;;x
10439;136;93;34;;x
10440;178;96;162;;x
10441;10;99;35;;x
10442;52;102;163;;x
10443;94;105;36;;x
10444;136;108;164;;x
10445;178;111;37;;x
10446;10;114;165;;x
10447;52;117;38;;x
10448;94;120;166;;x
10449;136;123;39;;x
10450;178;126;167;;x
10451;10;129;40;;x
10452;52;132;168;;x
10453;94;135;41;;x
10454;136;138;169;;x
10455;178;141;42;;x
10456;10;144;170;;x
10457;52;147;43;;x
10458;94;150;171;;x
10459;136;153;44;;x
10460;178;156;172;;x
10461;10;159;45;;x
10462;52;162;173;;x
10463;94;165;46;;x
10464;136;168;174;;x
10465;178;171;47;;x
10466;10;174;175;;x
10467;52;177;48;;x
10468;94;180;176;;x
10469;136;183;49;;x
10470;178;186;177;;x
10471;0;0;232;;x
10472;1;0;236;;x
10473;2;0;240;;x
10474;3;0;244;;x
10475;4;0;248;;x
10476;5;0;232;;x
10477;6;0;236;;x
10478;7;0;240;;x
10479;8;0;244;;x
10480;9;0;248;;x
10481;10;0;232;;x
10482;11;0;236;;x
10483;12;0;240;;x
10484;13;0;244;;x
10485;14;0;248;;x
10486;15;0;232;;x
10487;16;0;236;;x
10488;17;0;240;;x
10489;18;0;244;;x
10490;19;0;248;;x
10491;20;0;232;;x
10492;21;0;236;;x
10493;22;0;240;;x
10494;23;0;244;;x
10495;24;0;248;;x
10496;25;0;232;;x
10497;26;0;236;;x
10498;27;0;240;;x
10499;28;0;244;;x
10500;29;0;248;;x
10501;30;0;232;;x
10502;31;0;236;;x
10503;32;0;240;;x
10504;33;0;244;;x
10505;34;0;248;;x
10506;35;0;232;;x
10507;36;0;236;;x
10508;37;0;240;;x
10509;38;0;244;;x
10510;39;0;248;;x
10511;40;0;232;;x
10512;41;0;236;;x
10513;42;0;240;;x
10514;43;0;244;;x
10515;44;0;248;;x
10516;45;0;232;;x
10517;46;0;236;;x
10518;47;0;240;;x
10519;48;0;244;;x
10520;49;0;248;;x
10521;50;0;232;;x
10522;51;0;236;;x
10523;52;0;240;;x
10524;53;0;244;;x
10525;54;0;248;;x
10526;55;0;232;;x
10527;56;0;236;;x
10528;57;0;240;;x
10529;58;0;244;;x
10530;59;0;248;;x
10531;60;0;232;;x
10532;61;0;236;;x
10533;62;0;240;;x
10534;63;0;244;;x
10535;64;0;248;;x
10536;65;0;232;;x
10537;66;0;236;;x
10538;67;0;240;;x
10539;68;0;244;;x
10540;69;0;248;;x
10541;70;0;232;;x
10542;71;0;236;;x
10543;72;0;240;;x
10544;73;0;244;;x
10545;74;0;248;;x
10546;75;0;232;;x
10547;76;0;236;;x
10548;77;0;240;;x
10549;78;0;244;;x
10550;79;0;248;;x
10551;80;0;232;;x
10552;81;0;236;;x
10553;82;0;240;;x
10554;83;0;244;;x
10555;84;0;248;;x
10556;85;0;232;;x
10557;86;0;236;;x
10558;87;0;240;;x
10559;88;0;244;;x
10560;89;0;248;;x
10561;90;0;232;;x
10562;91;0;236;;x
10563;92;0;240;;x
10564;93;0;244;;x
10565;94;0;248;;x
10566;95;0;232;;x
10567;96;0;236;;x
10568;97;0;240;;x
10569;98;0;244;;x
10570;99;0;248;;x
10571;100;0;232;;x
10572;101;0;236;;x
10573;102;0;240;;x
10574;103;0;244;;x
10575;104;0;248;;x
10576;105;0;232;;x
10577;106;0;236;;x
10578;107;0;240;;x
10579;108;0;244;;x
10580;109;0;248;;x
10581;110;0;232;;x
10582;111;0;236;;x
10583;112;0;240;;x
10584;113;0;244;;x
10585;114;0;248;;x
10586;115;0;232;;x
10587;116;0;236;;x
10588;117;0;240;;x
10589;118;0;244;;x
10590;119;0;248;;x
10591;120;2;232;;x
10592;121;2;236;;x
10593;122;2;240;;x
10594;123;2;244;;x
10595;124;2;248;;x
10596;125;2;232;;x
10597;126;2;236;;x
10598;255;1;40;;x
10599;255;2;120;;x
10600;255;3;160;;x
10601;255;4;40;;x
10602;255;5;120;;x
10603;255;6;160;;x
10604;255;7;40;;x
10605;255;8;120;;x
10606;255;9;160;;x
10607;255;10;40;;x
10608;255;11;120;;x
10609;255;12;160;;x
10610;255;13;40;;x
10611;255;14;120;;x
10612;255;15;160;;x
10613;255;16;40;;x
10614;255;17;120;;x
10615;255;18;160;;x
10616;255;19;40;;x
10617;255;20;120;;x
10618;255;21;160;;x
10619;255;22;40;;x
10620;255;23;120;;x
10621;255;24;160;;x
10622;255;25;40;;x
10623;255;26;120;;x
10624;255;27;160;;x
10625;255;28;40;;x
10626;255;29;120;;x
10627;255;30;160;;x
10628;255;31;40;;x
10629;255;32;120;;x
10630;255;33;160;;x
10631;255;34;40;;x
10632;255;35;160;;x
10633;255;36;120;;x
10634;255;37;40;;x
10635;255;38;120;;x
10636;255;39;160;;x
10637;255;40;40;;x
10638;255;41;120;;x
10639;255;42;160;;x
10640;255;43;40;;x
10641;255;44;120;;x
10642;255;45;160;;x
10643;255;46;40;;x
10644;255;47;120;;x
10645;255;48;160;;x
10646;255;49;40;;x
10647;255;50;120;;x
10648;255;51;160;;x
10649;255;52;40;;x
10650;255;53;120;;x
10651;255;54;160;;x
10652;255;55;40;;x
10653;255;56;120;;x
10654;255;57;160;;x
10655;255;58;40;;x
10656;255;59;120;;x
10657;255;60;160;;x
10658;0;2;240;;x
10659;1;2;244;;x
10660;2;2;248;;x
10661;3;2;232;;x
10662;4;2;236;;x
10663;5;2;240;;x
10664;6;2;244;;x
10665;7;2;248;;x
10666;8;2;232;;x
10667;9;2;236;;x
10668;10;2;240;;x
10669;11;2;244;;x
10670;12;2;248;;x
10671;13;2;232;;x
10672;14;2;236;;x
10673;15;2;240;;x
10674;16;2;244;;x
10675;17;2;248;;x
10676;18;2;232;;x
10677;19;2;236;;x
10678;20;2;240;;x
10679;21;2;244;;x
10680;22;2;248;;x
10681;23;2;232;;x
10682;24;2;236;;x
10683;25;2;240;;x
10684;26;2;244;;x
10685;27;2;248;;x
10686;28;2;232;;x
10687;29;2;236;;x
10688;30;2;240;;x
10689;31;2;244;;x
10690;32;2;248;;x
10691;33;2;232;;x
10692;34;2;236;;x
10693;35;2;240;;x
10694;36;2;244;;x
10695;37;2;248;;x
10696;38;2;232;;x
10697;39;2;236;;x
10698;40;2;240;;x
10699;41;2;244;;x
10700;42;2;248;;x
10701;43;2;232;;x
10702;44;2;236;;x
10703;45;2;240;;x
10704;46;2;244;;x
10705;47;2;248;;x
10706;48;2;236;;x
10707;49;2;236;;x
10708;50;2;240;;x
10709;51;2;244;;x
10710;52;2;248;;x
10711;53;2;232;;x
10712;54;2;236;;x
10713;55;2;240;;x
10714;56;2;244;;x
10715;57;2;248;;x
10716;58;2;232;;x
10717;59;2;236;;x
10718;60;2;240;;x
10719;61;2;244;;x
10720;62;2;248;;x
10721;63;2;232;;x
10722;64;2;236;;x
10723;65;2;240;;x
10724;66;2;244;;x
10725;67;2;248;;x
10726;68;2;232;;x
10727;69;2;236;;x
10728;70;2;240;;x
10729;71;2;244;;x
10730;72;2;248;;x
10731;73;2;232;;x
10732;74;2;236;;x
10733;75;2;240;;x
10734;76;2;244;;x
10735;77;2;248;;x
10736;78;2;232;;x
10737;79;2;236;;x
10738;80;2;240;;x
10739;81;2;244;;x
10740;82;2;248;;x
10741;83;2;232;;x
10742;84;2;236;;x
10743;85;2;240;;x
10744;86;2;244;;x
10745;87;2;248;;x
10746;88;2;232;;x
10747;89;2;236;;x
10748;90;2;240;;x
10749;91;2;244;;x
10750;92;2;248;;x
10751;93;2;232;;x
10752;94;2;236;;x
10753;95;2;240;;x
10754;96;2;244;;x
10755;97;2;248;;x
10756;98;2;232;;x
10757;99;2;236;;x
10758;100;2;240;;x
10759;101;2;244;;x
10760;102;2;248;;x
10761;103;2;232;;x
10762;104;2;236;;x
10763;105;2;240;;x
10764;106;2;244;;x
10765;107;2;248;;x
10766;108;2;232;;x
10767;109;2;236;;x
10768;110;2;240;;x
10769;111;2;244;;x
10770;112;2;248;;x
10771;113;4;232;;x
10772;114;4;236;;x
10773;115;4;240;;x
10774;116;4;244;;x
10775;117;4;248;;x
10776;118;4;232;;x
10777;119;4;236;;x
10778;120;4;240;;x
10779;121;4;244;;x
10780;122;4;248;;x
10781;123;4;232;;x
10782;124;4;236;;x
10783;125;4;240;;x
10784;126;4;244;;x
10785;0;4;248;;x
10786;1;4;232;;x
10787;2;4;236;;x
10788;3;4;240;;x
10789;4;4;244;;x
10790;5;4;244;;x
10791;6;4;232;;x
10792;7;4;236;;x
10793;8;4;240;;x
10794;9;4;244;;x
10795;10;4;248;;x
10796;11;4;232;;x
10797;12;4;236;;x
10798;13;4;240;;x
10799;14;4;244;;x
10800;15;4;248;;x
10801;16;4;232;;x
10802;17;4;236;;x
10803;18;4;240;;x
10804;19;4;244;;x
10805;20;4;248;;x
10806;21;4;232;;x
10807;22;4;236;;x
10808;23;4;240;;x
10809;24;4;244;;x
10810;25;4;248;;x
10811;26;4;232;;x
10812;27;4;236;;x
10813;28;4;240;;x
10814;29;4;244;;x
10815;30;4;248;;x
10816;31;4;232;;x
10817;32;4;236;;x
10818;33;4;240;;x
10819;34;4;244;;x
10820;35;4;248;;x
10821;36;4;232;;x
10822;37;4;236;;x
10823;38;4;240;;x
10824;39;4;244;;x
10825;40;4;248;;x
10826;41;4;232;;x
10827;42;4;236;;x
10828;43;4;240;;x
10829;44;4;244;;x
10830;45;4;248;;x
10831;46;4;232;;x
10832;47;4;236;;x
10833;48;4;240;;x
10834;49;4;244;;x
10835;50;4;248;;x
10836;51;4;232;;x
10837;52;4;236;;x
10838;53;4;240;;x
10839;54;4;244;;x
10840;55;4;248;;x
10841;56;4;232;;x
10842;57;4;236;;x
10843;58;4;240;;x
10844;59;4;244;;x
10845;60;4;248;;x
10846;61;4;232;;x
10847;62;4;236;;x
10848;63;4;240;;x
10849;64;4;244;;x
10850;65;4;248;;x
10851;66;4;232;;x
10852;67;4;236;;x
10853;68;4;240;;x
10854;69;4;244;;x
10855;70;4;248;;x
10856;71;4;232;;x
10857;72;4;236;;x
10858;73;4;240;;x
10859;74;4;244;;x
10860;75;4;248;;x
10861;76;4;236;;x
10862;77;4;236;;x
10863;78;4;240;;x
10864;79;4;244;;x
10865;80;4;248;;x
10866;81;4;232;;x
10867;82;4;236;;x
10868;83;4;240;;x
10869;84;4;244;;x
10870;85;4;248;;x
10871;86;4;232;;x
10872;87;4;236;;x
10873;88;4;240;;x
10874;89;4;244;;x
10875;90;4;248;;x
10876;91;4;232;;x
10877;92;4;236;;x
10878;93;4;240;;x
10879;94;4;244;;x
10880;95;4;248;;x
10881;96;4;232;;x
10882;97;4;236;;x
10883;98;4;240;;x
10884;99;4;244;;x
10885;100;4;248;;x
10886;101;4;232;;x
10887;102;4;236;;x
10888;103;4;240;;x
10889;104;4;244;;x
10890;105;4;248;;x
10891;106;6;232;;x
10892;107;6;236;;x
10893;108;6;240;;x
10894;109;6;244;;x
10895;110;6;248;;x
10896;111;6;232;;x
10897;112;6;236;;x
10898;113;6;244;;x
10899;114;6;244;;x
10900;115;6;248;;x
10901;116;6;232;;x
10902;117;6;236;;x
10903;118;6;240;;x
10904;119;6;244;;x
10905;120;6;248;;x
10906;121;6;232;;x
10907;122;6;236;;x
10908;123;6;240;;x
10909;124;6;244;;x
10910;125;6;248;;x
10911;126;6;232;;x
10912;0;6;236;;x
10913;1;6;240;;x
10914;2;6;244;;x
10915;3;6;248;;x
10916;4;6;232;;x
10917;5;6;236;;x
10918;6;6;240;;x
10919;7;6;244;;x
10920;8;6;248;;x
10921;9;6;232;;x
10922;10;6;236;;x
10923;11;6;240;;x
10924;12;6;244;;x
10925;13;6;248;;x
10926;14;6;232;;x
10927;15;6;236;;x
10928;16;6;240;;x
10929;17;6;244;;x
10930;18;6;248;;x
10931;19;6;232;;x
10932;20;6;236;;x
10933;21;6;240;;x
10934;22;6;244;;x
10935;23;6;248;;x
10936;24;6;232;;x
10937;25;6;236;;x
10938;26;6;240;;x
10939;27;6;244;;x
10940;28;6;248;;x
10941;29;6;232;;x
10942;30;6;236;;x
10943;31;6;240;;x
10944;32;6;244;;x
10945;33;6;248;;x
10946;34;6;232;;x
10947;35;6;236;;x
10948;36;6;240;;x
10949;37;6;244;;x
10950;38;6;248;;x
10951;39;6;232;;x
10952;40;6;236;;x
10953;41;6;240;;x
10954;42;6;244;;x
10955;43;6;248;;x
10956;44;6;232;;x
10957;45;6;236;;x
10958;46;6;240;;x
10959;47;6;244;;x
10960;48;6;248;;x
10961;49;6;232;;x
10962;50;6;236;;x
10963;51;6;240;;x
10964;52;6;244;;x
10965;53;6;248;;x
10966;54;6;232;;x
10967;55;6;236;;x
10968;56;6;240;;x
10969;57;6;244;;x
10970;58;6;248;;x
10971;59;6;232;;x
10972;60;6;236;;x
10973;61;6;240;;x
10974;62;6;244;;x
10975;63;6;248;;x
10976;64;6;232;;x
10977;65;6;236;;x
10978;66;6;240;;x
10979;67;6;244;;x
10980;68;6;248;;x
10981;69;6;232;;x
10982;70;6;236;;x
10983;71;6;240;;x
10984;72;6;244;;x
10985;73;6;248;;x
10986;74;6;232;;x
10987;75;6;236;;x
10988;76;6;240;;x
10989;77;6;244;;x
10990;78;6;248;;x
10991;79;6;232;;x
10992;80;6;236;;x
10993;81;6;240;;x
10994;82;6;244;;x
10995;83;6;248;;x
10996;84;6;232;;x
10997;85;6;236;;x
10998;86;6;240;;x
10999;87;6;244;;x
11000;88;6;248;;x
11001;89;6;232;;x
11002;90;6;236;;x
11003;91;6;240;;x
11004;92;6;244;;x
11005;93;6;248;;x
11006;94;6;232;;x
11007;95;6;236;;x
11008;96;6;240;;x
11009;97;6;244;;x
11010;98;6;248;;x
11011;99;8;232;;x
11012;100;8;236;;x
11013;101;8;240;;x
11014;102;8;244;;x
11015;103;8;248;;x
11016;104;8;232;;x
11017;105;8;236;;x
11018;106;8;240;;x
11019;107;8;244;;x
11020;108;8;248;;x
11021;109;8;232;;x
11022;110;8;236;;x
11023;111;8;240;;x
11024;112;8;244;;x
11025;113;8;248;;x
11026;114;8;232;;x
11027;115;8;236;;x
11028;116;8;240;;x
11029;117;8;244;;x
11030;118;8;248;;x
11031;119;8;232;;x
11032;120;8;236;;x
11033;121;8;240;;x
11034;122;8;244;;x
11035;123;8;248;;x
11036;124;8;232;;x
11037;125;8;236;;x
11038;126;8;240;;x
11039;0;8;244;;x
11040;1;8;248;;x
11041;2;8;232;;x
11042;3;8;236;;x
11043;4;8;240;;x
11044;5;8;244;;x
11045;6;8;248;;x
11046;7;8;232;;x
11047;8;8;236;;x
11048;9;8;240;;x
11049;10;8;244;;x
11050;11;8;248;;x
11051;12;8;232;;x
11052;13;8;236;;x
11053;14;8;240;;x
11054;15;8;244;;x
11055;16;8;248;;x
11056;17;8;232;;x
11057;18;8;236;;x
11058;19;8;240;;x
11059;20;8;244;;x
11060;21;8;248;;x
11061;22;8;232;;x
11062;23;8;236;;x
11063;24;8;240;;x
11064;25;8;244;;x
11065;26;8;248;;x
11066;27;8;232;;x
11067;28;8;236;;x
11068;29;8;240;;x
11069;30;8;244;;x
11070;31;8;248;;x
11071;32;8;232;;x
11072;33;8;236;;x
11073;34;8;240;;x
11074;35;8;244;;x
11075;36;8;248;;x
11076;37;8;232;;x
11077;38;8;236;;x
11078;39;8;240;;x
11079;40;8;244;;x
11080;41;8;248;;x
11081;42;8;232;;x
11082;43;8;236;;x
11083;44;8;240;;x
11084;45;8;244;;x
11085;46;8;248;;x
11086;47;8;232;;x
11087;48;8;236;;x
11088;49;8;240;;x
11089;50;8;244;;x
11090;51;8;248;;x
11091;52;8;232;;x
11092;53;8;236;;x
11093;54;8;240;;x
11094;55;8;244;;x
11095;56;8;248;;x
11096;57;8;232;;x
11097;58;8;236;;x
11098;59;8;240;;x
11099;60;8;244;;x
11100;61;8;248;;x
11101;62;8;232;;x
11102;63;8;236;;x
11103;64;8;240;;x
11104;65;8;244;;x
11105;66;8;248;;x
11106;67;8;232;;x
11107;68;8;236;;x
11108;69;8;240;;x
11109;70;8;244;;x
11110;71;8;248;;x
11111;72;8;232;;x
11112;73;8;236;;x
11113;74;8;240;;x
11114;75;8;244;;x
11115;76;8;248;;x
11116;77;8;232;;x
11117;78;8;236;;x
11118;79;8;240;;x
11119;80;8;244;;x
11120;81;8;248;;x
11121;82;8;232;;x
11122;83;8;236;;x
11123;84;8;240;;x
11124;85;8;244;;x
11125;86;8;248;;x
11126;87;8;232;;x
11127;88;8;236;;x
11128;89;8;240;;x
11129;90;8;244;;x
11130;91;8;248;;x
11131;92;10;232;;x
11132;93;10;236;;x
11133;94;10;240;;x
11134;95;10;244;;x
11135;96;10;248;;x
11136;97;10;232;;x
11137;98;10;236;;x
11138;99;10;240;;x
11139;100;10;244;;x
11140;101;10;248;;x
11141;102;10;232;;x
11142;103;10;236;;x
11143;104;10;240;;x
11144;105;10;244;;x
11145;106;10;248;;x
11146;107;10;232;;x
11147;108;10;236;;x
11148;109;10;240;;x
11149;110;10;244;;x
11150;111;10;248;;x
11151;112;10;232;;x
11152;113;10;236;;x
11153;114;10;240;;x
11154;115;10;244;;x
11155;116;10;248;;x
11156;117;10;232;;x
11157;118;10;236;;x
11158;119;10;240;;x
11159;120;10;244;;x
11160;121;10;248;;x
11161;122;10;232;;x
11162;123;10;236;;x
11163;124;10;240;;x
11164;125;10;244;;x
11165;126;10;248;;x
11166;0;10;232;;x
11167;1;10;236;;x
11168;2;10;240;;x
11169;3;10;244;;x
11170;4;10;248;;x
11171;5;10;232;;x
11172;6;10;236;;x
11173;7;10;240;;x
11174;8;10;244;;x
11175;9;10;248;;x
11176;10;10;232;;x
11177;11;10;236;;x
11178;12;10;240;;x
11179;13;10;244;;x
11180;14;10;248;;x
11181;15;10;232;;x
11182;16;10;236;;x
11183;17;10;240;;x
11184;18;10;244;;x
11185;19;10;248;;x
11186;20;10;232;;x
11187;21;10;236;;x
11188;22;10;240;;x
11189;23;10;244;;x
11190;24;10;248;;x
11191;25;10;232;;x
11192;26;10;236;;x
11193;27;10;240;;x
11194;28;10;244;;x
11195;29;10;248;;x
11196;30;10;232;;x
11197;31;10;236;;x
11198;32;10;240;;x
11199;33;10;244;;x
11200;34;10;248;;x
11201;35;10;232;;x
11202;36;10;236;;x
11203;37;10;240;;x
11204;38;10;244;;x
11205;39;10;248;;x
11206;40;10;232;;x
11207;41;10;236;;x
11208;42;10;240;;x
11209;43;10;244;;x
11210;44;10;248;;x
11211;45;10;232;;x
11212;46;10;236;;x
11213;47;10;240;;x
11214;48;10;244;;x
11215;49;10;248;;x
11216;50;10;232;;x
11217;51;10;236;;x
11218;52;10;240;;x
11219;53;10;244;;x
11220;54;10;248;;x
11221;55;10;232;;x
11222;56;10;236;;x
11223;57;10;240;;x
11224;58;10;244;;x
11225;59;10;248;;x
11226;60;10;232;;x
11227;61;10;236;;x
11228;62;10;240;;x
11229;63;10;244;;x
11230;64;10;248;;x
11231;65;10;232;;x
11232;66;10;236;;x
11233;67;10;240;;x
11234;68;10;244;;x
11235;69;10;248;;x
11236;70;10;232;;x
11237;71;10;236;;x
11238;72;10;240;;x
11239;73;10;244;;x
11240;74;10;248;;x
11241;75;10;232;;x
11242;76;10;236;;x
11243;77;10;240;;x
11244;78;10;244;;x
11245;79;10;248;;x
11246;80;10;232;;x
11247;81;10;236;;x
11248;82;10;240;;x
11249;83;10;244;;x
11250;84;10;248;;x
11251;85;12;232;;x
11252;86;12;236;;x
11253;87;12;240;;x
11254;88;12;244;;x
11255;89;12;248;;x
11256;90;12;232;;x
11257;91;12;236;;x
11258;92;12;240;;x
11259;93;12;244;;x
11260;94;12;248;;x
11261;95;12;232;;x
11262;96;12;236;;x
11263;97;12;240;;x
11264;98;12;244;;x
11265;99;12;248;;x
11266;100;12;232;;x
11267;101;12;236;;x
11268;102;12;240;;x
11269;103;12;244;;x
11270;104;12;248;;x
11271;105;12;232;;x
11272;106;12;236;;x
11273;107;12;240;;x
11274;108;12;244;;x
11275;109;12;248;;x
11276;110;12;232;;x
11277;111;12;236;;x
11278;112;12;240;;x
11279;113;12;244;;x
11280;114;12;248;;x
11281;115;12;232;;x
11282;116;12;236;;x
11283;117;12;240;;x
11284;118;12;244;;x
11285;119;12;248;;x
11286;120;12;232;;x
11287;121;12;236;;x
11288;122;12;240;;x
11289;123;12;244;;x
11290;124;12;248;;x
11291;125;12;232;;x
11292;126;12;236;;x
11293;0;12;240;;x
11294;1;12;244;;x
11295;2;12;248;;x
11296;3;12;232;;x
11297;4;12;236;;x
11298;5;12;240;;x
11299;6;12;244;;x
11300;7;12;248;;x
11301;8;12;232;;x
11302;9;12;236;;x
11303;10;12;240;;x
11304;11;12;244;;x
11305;12;12;248;;x
11306;13;12;232;;x
11307;14;12;236;;x
11308;15;12;240;;x
11309;16;12;244;;x
11310;17;12;248;;x
11311;18;12;232;;x
11312;19;12;236;;x
11313;20;12;240;;x
11314;21;12;244;;x
11315;22;12;248;;x
11316;23;12;232;;x
11317;24;12;236;;x
11318;25;12;240;;x
11319;26;12;244;;x
11320;27;12;248;;x
11321;28;12;232;;x
11322;29;12;236;;x
11323;30;12;240;;x
11324;31;12;244;;x
11325;32;12;248;;x
11326;33;12;232;;x
11327;34;12;236;;x
11328;35;12;240;;x
11329;36;12;244;;x
11330;37;12;248;;x
11331;38;12;232;;x
11332;39;12;236;;x
11333;40;12;240;;x
11334;41;12;244;;x
11335;42;12;248;;x
11336;43;12;232;;x
11337;44;12;236;;x
11338;45;12;240;;x
11339;46;12;244;;x
11340;47;12;248;;x
11341;48;12;232;;x
11342;49;12;236;;x
11343;50;12;240;;x
11344;51;12;244;;x
11345;52;12;248;;x
11346;53;12;232;;x
11347;54;12;236;;x
11348;55;12;240;;x
11349;56;12;244;;x
11350;255;61;128;;x
11351;255;61;255;;x
11352;59;12;236;;x
11353;60;12;240;;x
11354;61;12;244;;x
11355;255;61;129;;x
11356;255;61;254;;x
11357;255;61;130;;x
11358;255;61;253;;x
11359;255;61;131;;x
11360;255;61;252;;x
11361;255;61;132;;x
11362;255;61;251;;x
11363;255;61;133;;x
11364;71;12;244;;x
11365;72;12;248;;x
11366;73;12;232;;x
11367;74;12;236;;x
11368;75;12;240;;x
11369;76;12;244;;x
11370;77;12;248;;x
11371;78;14;232;;x
11372;79;14;236;;x
11373;80;14;240;;x
11374;81;14;244;;x
11375;82;14;248;;x
11376;83;14;232;;x
11377;84;14;236;;x
11378;85;14;240;;x
11379;86;14;244;;x
11380;87;14;248;;x
11381;88;14;232;;x
11382;89;14;236;;x
11383;90;14;240;;x
11384;91;14;244;;x
11385;92;14;248;;x
11386;93;14;232;;x
11387;94;14;236;;x
11388;95;14;240;;x
11389;96;14;244;;x
11390;97;14;248;;x
11391;98;14;232;;x
11392;99;14;236;;x
11393;100;14;240;;x
11394;101;14;244;;x
11395;102;14;248;;x
11396;103;14;232;;x
11397;104;14;236;;x
11398;105;14;240;;x
11399;106;14;244;;x
11400;107;14;248;;x
11401;108;14;232;;x
11402;109;14;236;;x
11403;110;14;240;;x
11404;111;14;244;;x
11405;112;14;248;;x
11406;113;14;232;;x
11407;114;14;236;;x
11408;115;14;240;;x
11409;116;14;244;;x
11410;117;14;248;;x
11411;118;14;232;;x
11412;119;14;236;;x
11413;120;14;240;;x
11414;121;14;244;;x
11415;122;14;248;;x
11416;123;14;232;;x
11417;124;14;236;;x
11418;125;14;240;;x
11419;126;14;244;;x
11420;0;14;248;;x
11421;1;14;232;;x
11422;2;14;236;;x
11423;3;14;240;;x
11424;4;14;244;;x
11425;5;14;248;;x
11426;6;14;232;;x
11427;7;14;236;;x
11428;8;14;240;;x
11429;9;14;244;;x
11430;10;14;248;;x
11431;11;14;232;;x
11432;12;14;236;;x
11433;13;14;240;;x
11434;14;14;244;;x
11435;15;14;248;;x
11436;16;14;232;;x
11437;17;14;236;;x
11438;18;14;240;;x
11439;19;14;244;;x
11440;20;14;248;;x
11441;21;14;232;;x
11442;22;14;236;;x
11443;23;14;240;;x
11444;24;14;244;;x
11445;25;14;248;;x
11446;26;14;232;;x
11447;27;14;236;;x
11448;28;14;240;;x
11449;29;14;244;;x
11450;30;14;248;;x
11451;31;14;232;;x
11452;32;14;236;;x
11453;33;14;240;;x
11454;34;14;244;;x
11455;35;14;248;;x
11456;36;14;232;;x
11457;37;14;236;;x
11458;38;14;240;;x
11459;39;14;244;;x
11460;40;14;248;;x
11461;41;14;232;;x
11462;42;14;236;;x
11463;43;14;240;;x
11464;44;14;244;;x
11465;45;14;248;;x
11466;46;14;232;;x
11467;47;14;236;;x
11468;48;14;240;;x
11469;49;14;244;;x
11470;50;14;248;;x
11471;51;15;232;;x
11472;52;15;236;;x
11473;53;15;240;;x
11474;54;15;244;;x
11475;55;15;248;;x
11476;56;15;232;;x
11477;57;15;236;;x
11478;58;15;240;;x
11479;59;15;244;;x
11480;60;15;248;;x
11481;61;15;232;;x
11482;62;15;236;;x
11483;63;15;240;;x
11484;64;15;244;;x
11485;65;15;248;;x
11486;66;15;232;;x
11487;67;15;236;;x
11488;68;15;240;;x
11489;69;15;244;;x
11490;70;15;248;;x
11491;71;15;232;;x
11492;72;15;236;;x
11493;73;15;240;;x
11494;74;15;244;;x
11495;75;15;248;;x
11496;76;15;232;;x
11497;77;15;236;;x
11498;78;15;240;;x
11499;79;15;244;;x
11500;80;15;248;;x
11501;81;15;232;;x
11502;82;15;236;;x
11503;83;15;240;;x
11504;84;15;244;;x
11505;85;15;248;;x
11506;86;15;232;;x
11507;87;15;236;;x
11508;88;15;240;;x
11509;89;15;244;;x
11510;90;15;248;;x
11511;91;15;232;;x
11512;92;15;236;;x
11513;93;15;240;;x
11514;94;15;244;;x
11515;95;15;248;;x
11516;96;15;232;;x
11517;97;15;236;;x
11518;98;15;240;;x
11519;99;15;244;;x
11520;100;15;248;;x
11521;101;15;232;;x
11522;102;15;236;;x
11523;103;15;240;;x
11524;104;15;244;;x
11525;105;15;248;;x
11526;106;15;232;;x
11527;107;15;236;;x
11528;108;15;240;;x
11529;109;15;244;;x
11530;110;15;248;;x
11531;111;15;232;;x
11532;112;15;236;;x
11533;113;15;240;;x
11534;114;15;244;;x
11535;115;15;248;;x
11536;116;15;232;;x
11537;117;15;236;;x
11538;118;15;240;;x
11539;119;15;244;;x
11540;120;15;248;;x
11541;121;15;232;;x
11542;122;15;236;;x
11543;123;15;240;;x
11544;124;15;244;;x
11545;125;15;248;;x
11546;126;15;232;;x
11547;0;15;236;;"x	"
11548;1;15;240;;"x	"
11549;2;15;244;;"x	"
11550;3;15;248;;"x	"
11551;4;15;232;;"x	"
11552;5;15;236;;"x	"
